telurica,1
provocada,1
pessoas,1
profissional,1
familiar,1
sff,1
outra_externa,1
relacionamento,0
medo,0
inseguranca,0
culpa,0
ciumes,1
violencia,1
ideias,1
lembrancas,1
outra_interna,1
coronario,1
frontal,1
laringeo,1
cardiaco,0
plexosolar,1
sacro,0
basico,1
boca,1
faringe,1
esofago,1
estomago,0
pancreas,1
figado,1
vesicula,1
intestino_delgado,0
intestino_grosso,0
apendice,1
